"Hong Kong Exchanges and Clearing Limited and/or its subsidiaries endeavour to ensure the"
"accuracy and reliability of the information provided, but do not guarantee its accuracy and"
"reliability and accept no liability (whether in tort or contract or otherwise) for any loss"
"or damage arising from any inaccuracies or omissions."


"STOCK OPTIONS DAILY MARKET REPORT AS AT 22 MAR 2019"


,,,"SUMMARY TRADING VOLUME",,,"SUMMARY OPEN INTEREST"
"HKATS CODE","UNDERLYING STOCK",,"TOTAL","CALLS","PUTS","TOTAL","CALLS","PUTS","IV%*"
MAR20,8.75,C,0.00,0.00,0.00,5.69,-0.02,22,0,0,0
MAR20,9.00,C,0.00,0.00,0.00,5.45,-0.02,23,0,0,0
MAR20,9.25,C,0.00,0.00,0.00,5.21,-0.02,23,0,0,0
MAR20,9.50,C,0.00,0.00,0.00,4.97,-0.02,23,0,0,0
MAR20,9.75,C,0.00,0.00,0.00,4.73,-0.02,23,0,0,0
MAR20,10.00,C,0.00,0.00,0.00,4.50,-0.02,23,0,0,0
MAR20,10.50,C,0.00,0.00,0.00,4.04,-0.02,23,0,0,0
MAR20,11.00,C,0.00,0.00,0.00,3.60,-0.02,22,0,0,0
MAR20,11.50,C,3.05,3.07,3.05,3.18,-0.02,22,4,6,+4
MAR20,12.00,C,0.00,0.00,0.00,2.79,-0.02,22,0,0,0
MAR20,12.50,C,0.00,0.00,0.00,2.43,-0.02,22,0,3,0
MAR20,13.00,C,1.98,2.00,1.98,2.09,+0.01,22,6,5,-1
MAR20,13.50,C,0.00,0.00,0.00,1.74,-0.02,21,0,45,0
MAR20,14.00,C,0.00,0.00,0.00,1.48,-0.02,22,0,28,0
MAR20,14.50,C,0.00,0.00,0.00,1.25,-0.02,22,0,217,0
MAR20,15.00,C,0.00,0.00,0.00,1.05,-0.01,22,0,12,0
MAR20,15.50,C,0.00,0.00,0.00,0.87,-0.02,22,0,2,0
MAR20,16.00,C,0.00,0.00,0.00,0.73,-0.01,22,0,3,0
MAR20,16.50,C,0.00,0.00,0.00,0.61,-0.01,22,0,2,0
MAR20,17.00,C,0.00,0.00,0.00,0.52,0.00,23,0,5,0
MAR20,17.50,C,0.00,0.00,0.00,0.43,-0.01,23,0,0,0
MAR20,18.00,C,0.00,0.00,0.00,0.34,-0.01,23,0,0,0
MAR20,18.50,C,0.00,0.00,0.00,0.28,-0.01,23,0,0,0
MAR20,19.00,C,0.00,0.00,0.00,0.22,-0.01,22,0,0,0
MAR20,19.50,C,0.00,0.00,0.00,0.18,0.00,23,0,0,0
MAR20,20.00,C,0.00,0.00,0.00,0.14,-0.01,22,0,0,0
MAR20,21.00,C,0.00,0.00,0.00,0.09,-0.01,23,0,0,0

,,,,,,,"TOTAL CALL",,2422,47397,+1597

MAR19,7.50,P,0.00,0.00,0.00,0.01,0.00,218,0,30,0
MAR19,7.75,P,0.00,0.00,0.00,0.01,0.00,208,0,0,0
MAR19,8.00,P,0.00,0.00,0.00,0.01,0.00,198,0,3,0
MAR19,8.25,P,0.00,0.00,0.00,0.01,0.00,189,0,0,0
MAR19,8.50,P,0.00,0.00,0.00,0.01,0.00,179,0,21,0
MAR19,8.75,P,0.00,0.00,0.00,0.01,0.00,171,0,34,0
MAR19,9.00,P,0.00,0.00,0.00,0.01,0.00,162,0,36,0
MAR19,9.25,P,0.00,0.00,0.00,0.01,0.00,153,0,60,0
MAR19,9.50,P,0.00,0.00,0.00,0.01,0.00,145,0,62,0
MAR19,9.75,P,0.00,0.00,0.00,0.01,0.00,137,0,230,0
MAR19,10.00,P,0.00,0.00,0.00,0.01,0.00,129,0,353,0
MAR19,10.50,P,0.00,0.00,0.00,0.01,0.00,113,0,114,0
MAR19,11.00,P,0.00,0.00,0.00,0.01,0.00,98,0,280,0
MAR19,11.50,P,0.00,0.00,0.00,0.01,0.00,83,0,717,0
MAR19,12.00,P,0.00,0.00,0.00,0.01,0.00,69,0,633,0
MAR19,12.50,P,0.01,0.01,0.01,0.01,0.00,55,2,952,-2
MAR19,13.00,P,0.01,0.01,0.01,0.01,0.00,42,1,1673,-1
MAR19,13.50,P,0.01,0.01,0.01,0.01,0.00,28,43,1387,+30
MAR19,14.00,P,0.04,0.08,0.04,0.05,-0.01,23,231,1896,+11
MAR19,14.50,P,0.23,0.35,0.23,0.28,+0.02,25,88,1701,-26
MAR19,15.00,P,0.67,0.67,0.67,0.67,0.00,23,30,1321,0
MAR19,15.50,P,0.00,0.00,0.00,1.16,+0.02,0,0,43,0
MAR19,16.00,P,0.00,0.00,0.00,1.66,+0.02,0,0,36,0
MAR19,16.50,P,0.00,0.00,0.00,2.16,+0.02,0,0,0,0
MAR19,17.00,P,0.00,0.00,0.00,2.66,+0.02,0,0,5,0
MAR19,17.50,P,0.00,0.00,0.00,3.16,+0.02,0,0,2,0
MAR19,18.00,P,0.00,0.00,0.00,3.66,+0.02,0,0,4,0
MAR19,18.50,P,0.00,0.00,0.00,4.16,+0.02,0,0,1,0
MAR19,19.00,P,0.00,0.00,0.00,4.66,+0.02,0,0,2,0
MAR19,19.50,P,0.00,0.00,0.00,5.16,+0.02,0,0,2,0
MAR19,20.00,P,0.00,0.00,0.00,5.66,+0.02,0,0,1,0
MAR19,21.00,P,0.00,0.00,0.00,6.66,+0.02,0,0,1,0
MAR19,22.00,P,0.00,0.00,0.00,7.66,+0.02,0,0,30,0
MAR19,23.00,P,0.00,0.00,0.00,8.66,+0.02,0,0,2,0
MAR19,24.00,P,0.00,0.00,0.00,9.66,+0.02,0,0,1,0
APR19,7.50,P,0.00,0.00,0.00,0.01,0.00,87,0,1,0
APR19,7.75,P,0.00,0.00,0.00,0.01,0.00,82,0,0,0
APR19,8.00,P,0.00,0.00,0.00,0.01,0.00,79,0,0,0
APR19,8.25,P,0.00,0.00,0.00,0.01,0.00,75,0,0,0
APR19,8.50,P,0.00,0.00,0.00,0.01,0.00,71,0,0,0
APR19,8.75,P,0.00,0.00,0.00,0.01,0.00,68,0,0,0
APR19,9.00,P,0.00,0.00,0.00,0.01,0.00,64,0,0,0
APR19,9.25,P,0.00,0.00,0.00,0.01,0.00,61,0,0,0
APR19,9.50,P,0.00,0.00,0.00,0.01,0.00,58,0,11,0
APR19,9.75,P,0.00,0.00,0.00,0.01,0.00,54,0,20,0
APR19,10.00,P,0.00,0.00,0.00,0.01,0.00,51,0,85,0
APR19,10.50,P,0.00,0.00,0.00,0.01,0.00,45,0,146,0
APR19,11.00,P,0.00,0.00,0.00,0.01,0.00,39,0,85,0
APR19,11.50,P,0.01,0.01,0.01,0.01,0.00,33,3,265,-3
APR19,12.00,P,0.00,0.00,0.00,0.01,0.00,27,0,353,0
APR19,12.50,P,0.03,0.03,0.03,0.01,-0.01,22,100,464,0
APR19,13.00,P,0.05,0.05,0.05,0.04,-0.01,22,1,630,0
APR19,13.50,P,0.11,0.14,0.11,0.11,-0.01,22,47,2031,+9
APR19,14.00,P,0.24,0.29,0.23,0.25,-0.01,22,76,783,+3
APR19,14.50,P,0.48,0.57,0.48,0.49,-0.01,22,861,2334,+753
APR19,15.00,P,0.00,0.00,0.00,0.83,-0.01,23,0,354,0
APR19,15.50,P,0.00,0.00,0.00,1.22,+0.01,22,0,37,0
APR19,16.00,P,0.00,0.00,0.00,1.68,+0.02,22,0,0,0
APR19,16.50,P,0.00,0.00,0.00,2.16,+0.02,0,0,0,0
APR19,17.00,P,0.00,0.00,0.00,2.66,+0.02,0,0,30,0
APR19,17.50,P,0.00,0.00,0.00,3.16,+0.02,0,0,0,0
APR19,18.00,P,0.00,0.00,0.00,3.66,+0.02,0,0,0,0
APR19,18.50,P,0.00,0.00,0.00,4.16,+0.02,0,0,0,0
APR19,19.00,P,0.00,0.00,0.00,4.66,+0.02,0,0,0,0
APR19,19.50,P,0.00,0.00,0.00,5.16,+0.02,0,0,0,0
APR19,20.00,P,0.00,0.00,0.00,5.66,+0.02,0,0,0,0
APR19,21.00,P,0.00,0.00,0.00,6.66,+0.02,0,0,0,0
MAY19,8.25,P,0.00,0.00,0.00,0.01,0.00,56,0,0,0
MAY19,8.50,P,0.00,0.00,0.00,0.01,0.00,53,0,0,0
MAY19,8.75,P,0.00,0.00,0.00,0.01,0.00,50,0,0,0
MAY19,9.00,P,0.00,0.00,0.00,0.01,0.00,48,0,0,0
MAY19,9.25,P,0.00,0.00,0.00,0.01,0.00,45,0,0,0
MAY19,9.50,P,0.00,0.00,0.00,0.01,0.00,43,0,0,0
MAY19,9.75,P,0.00,0.00,0.00,0.01,0.00,40,0,275,0
MAY19,10.00,P,0.00,0.00,0.00,0.01,0.00,38,0,20,0
MAY19,10.50,P,0.00,0.00,0.00,0.01,0.00,33,0,141,0
MAY19,11.00,P,0.00,0.00,0.00,0.01,0.00,29,0,302,0
MAY19,11.50,P,0.00,0.00,0.00,0.01,0.00,25,0,313,0
MAY19,12.00,P,0.00,0.00,0.00,0.02,0.00,23,0,1405,0
MAY19,12.50,P,0.00,0.00,0.00,0.05,0.00,23,0,265,0
MAY19,13.00,P,0.00,0.00,0.00,0.11,-0.01,22,0,483,0
MAY19,13.50,P,0.25,0.25,0.23,0.22,-0.01,22,40,807,+10
MAY19,14.00,P,0.00,0.00,0.00,0.39,-0.01,22,0,400,0
MAY19,14.50,P,0.00,0.00,0.00,0.63,-0.02,22,0,339,0
MAY19,15.00,P,0.00,0.00,0.00,0.96,-0.01,23,0,60,0
MAY19,15.50,P,0.00,0.00,0.00,1.31,0.00,22,0,30,0
MAY19,16.00,P,0.00,0.00,0.00,1.73,0.00,22,0,0,0
MAY19,16.50,P,0.00,0.00,0.00,2.19,+0.01,22,0,3,0
MAY19,17.00,P,0.00,0.00,0.00,2.67,+0.02,23,0,0,0
MAY19,17.50,P,0.00,0.00,0.00,3.16,+0.02,0,0,0,0
MAY19,18.00,P,0.00,0.00,0.00,3.66,+0.02,0,0,0,0
MAY19,18.50,P,0.00,0.00,0.00,4.16,+0.02,0,0,0,0
MAY19,19.00,P,0.00,0.00,0.00,4.66,+0.02,0,0,0,0
MAY19,19.50,P,0.00,0.00,0.00,5.16,+0.02,0,0,0,0
MAY19,20.00,P,0.00,0.00,0.00,5.66,+0.02,0,0,0,0
MAY19,21.00,P,0.00,0.00,0.00,6.66,+0.02,0,0,0,0
JUN19,7.50,P,0.00,0.00,0.00,0.01,0.00,54,0,0,0
JUN19,7.75,P,0.00,0.00,0.00,0.01,0.00,52,0,0,0
JUN19,8.00,P,0.00,0.00,0.00,0.01,0.00,49,0,29,0
JUN19,8.25,P,0.00,0.00,0.00,0.01,0.00,47,0,8,0
JUN19,8.50,P,0.00,0.00,0.00,0.01,0.00,45,0,2,0
JUN19,8.75,P,0.00,0.00,0.00,0.01,0.00,42,0,0,0
JUN19,9.00,P,0.00,0.00,0.00,0.01,0.00,40,0,20,0
JUN19,9.25,P,0.00,0.00,0.00,0.01,0.00,38,0,22,0
JUN19,9.50,P,0.00,0.00,0.00,0.01,0.00,36,0,232,0
JUN19,9.75,P,0.00,0.00,0.00,0.01,0.00,34,0,10,0
JUN19,10.00,P,0.00,0.00,0.00,0.01,0.00,32,0,47,0
JUN19,10.50,P,0.00,0.00,0.00,0.01,0.00,28,0,99,0
JUN19,11.00,P,0.00,0.00,0.00,0.01,0.00,24,0,213,0
JUN19,11.50,P,0.00,0.00,0.00,0.02,0.00,23,0,119,0
JUN19,12.00,P,0.00,0.00,0.00,0.04,-0.01,22,0,942,0
JUN19,12.50,P,0.13,0.13,0.13,0.09,-0.01,22,3,92,-2
JUN19,13.00,P,0.21,0.21,0.20,0.17,-0.01,22,32,1146,-1
JUN19,13.50,P,0.32,0.32,0.32,0.31,-0.01,23,30,154,-30
JUN19,14.00,P,0.52,0.54,0.52,0.50,0.00,23,2,234,-1
JUN19,14.50,P,0.00,0.00,0.00,0.74,0.00,23,0,895,0
JUN19,15.00,P,0.00,0.00,0.00,1.06,0.00,23,0,4,0
JUN19,15.50,P,0.00,0.00,0.00,1.39,0.00,22,0,43,0
JUN19,16.00,P,0.00,0.00,0.00,1.79,+0.01,22,0,2,0
JUN19,16.50,P,0.00,0.00,0.00,2.22,0.00,22,0,0,0
JUN19,17.00,P,0.00,0.00,0.00,2.69,+0.02,22,0,10,0
JUN19,17.50,P,0.00,0.00,0.00,3.17,+0.02,23,0,0,0
JUN19,18.00,P,0.00,0.00,0.00,3.66,+0.02,0,0,23,0
JUN19,18.50,P,0.00,0.00,0.00,4.16,+0.02,0,0,1,0
JUN19,19.00,P,0.00,0.00,0.00,4.66,+0.02,0,0,1,0
JUN19,19.50,P,0.00,0.00,0.00,5.16,+0.02,0,0,0,0
JUN19,20.00,P,0.00,0.00,0.00,5.66,+0.02,0,0,0,0
JUN19,21.00,P,0.00,0.00,0.00,6.66,+0.02,0,0,1,0
JUN19,22.00,P,0.00,0.00,0.00,7.66,+0.02,0,0,4,0
SEP19,7.50,P,0.00,0.00,0.00,0.01,0.00,39,0,0,0
SEP19,7.75,P,0.00,0.00,0.00,0.01,0.00,37,0,0,0
SEP19,8.00,P,0.00,0.00,0.00,0.01,0.00,35,0,27,0
SEP19,8.25,P,0.00,0.00,0.00,0.01,0.00,34,0,0,0
SEP19,8.50,P,0.00,0.00,0.00,0.01,0.00,32,0,0,0
SEP19,8.75,P,0.00,0.00,0.00,0.01,0.00,30,0,60,0
SEP19,9.00,P,0.00,0.00,0.00,0.01,0.00,29,0,20,0
SEP19,9.25,P,0.00,0.00,0.00,0.01,0.00,27,0,32,0
SEP19,9.50,P,0.00,0.00,0.00,0.01,0.00,26,0,1,0
SEP19,9.75,P,0.00,0.00,0.00,0.01,0.00,24,0,41,0
SEP19,10.00,P,0.00,0.00,0.00,0.01,0.00,23,0,128,0
SEP19,10.50,P,0.00,0.00,0.00,0.03,0.00,24,0,42,0
SEP19,11.00,P,0.00,0.00,0.00,0.05,0.00,23,0,309,0
SEP19,11.50,P,0.00,0.00,0.00,0.09,0.00,23,0,51,0
SEP19,12.00,P,0.00,0.00,0.00,0.15,0.00,23,0,22,0
SEP19,12.50,P,0.00,0.00,0.00,0.24,-0.01,23,0,41,0
SEP19,13.00,P,0.00,0.00,0.00,0.37,-0.01,23,0,543,0
SEP19,13.50,P,0.00,0.00,0.00,0.55,0.00,23,0,52,0
SEP19,14.00,P,0.00,0.00,0.00,0.76,0.00,23,0,7,0
SEP19,14.50,P,0.00,0.00,0.00,1.02,0.00,23,0,22,0
SEP19,15.00,P,0.00,0.00,0.00,1.32,0.00,24,0,2,0
SEP19,15.50,P,0.00,0.00,0.00,1.61,0.00,23,0,1,0
SEP19,16.00,P,0.00,0.00,0.00,1.98,+0.01,23,0,0,0
SEP19,16.50,P,0.00,0.00,0.00,2.38,+0.01,23,0,60,0
SEP19,17.00,P,0.00,0.00,0.00,2.80,+0.01,23,0,4,0
SEP19,17.50,P,0.00,0.00,0.00,3.24,+0.01,23,0,58,0
SEP19,18.00,P,0.00,0.00,0.00,3.70,+0.01,23,0,0,0
SEP19,18.50,P,0.00,0.00,0.00,4.18,+0.02,23,0,27,0
SEP19,19.00,P,0.00,0.00,0.00,4.66,+0.01,0,0,0,0
SEP19,19.50,P,0.00,0.00,0.00,5.16,+0.02,0,0,0,0
SEP19,20.00,P,0.00,0.00,0.00,5.66,+0.02,0,0,50,0
SEP19,21.00,P,0.00,0.00,0.00,6.66,+0.02,0,0,0,0
DEC19,7.50,P,0.00,0.00,0.00,0.01,0.00,31,0,33,0
DEC19,7.75,P,0.00,0.00,0.00,0.01,0.00,30,0,0,0
DEC19,8.00,P,0.00,0.00,0.00,0.01,0.00,29,0,0,0
DEC19,8.25,P,0.00,0.00,0.00,0.01,0.00,27,0,8,0
DEC19,8.50,P,0.00,0.00,0.00,0.01,0.00,26,0,0,0
DEC19,8.75,P,0.00,0.00,0.00,0.01,0.00,25,0,0,0
DEC19,9.00,P,0.00,0.00,0.00,0.01,0.00,23,0,2,0
DEC19,9.25,P,0.00,0.00,0.00,0.01,0.00,22,0,1,0
DEC19,9.50,P,0.00,0.00,0.00,0.02,0.00,23,0,6,0
DEC19,9.75,P,0.00,0.00,0.00,0.03,0.00,23,0,30,0
DEC19,10.00,P,0.00,0.00,0.00,0.04,0.00,23,0,0,0
DEC19,10.50,P,0.00,0.00,0.00,0.07,0.00,23,0,10,0
DEC19,11.00,P,0.00,0.00,0.00,0.12,0.00,23,0,36,0
DEC19,11.50,P,0.00,0.00,0.00,0.18,0.00,23,0,18,0
DEC19,12.00,P,0.00,0.00,0.00,0.28,0.00,23,0,74,0
DEC19,12.50,P,0.00,0.00,0.00,0.41,0.00,23,0,1308,0
DEC19,13.00,P,0.00,0.00,0.00,0.57,0.00,23,0,71,0
DEC19,13.50,P,0.00,0.00,0.00,0.76,0.00,23,0,3,0
DEC19,14.00,P,0.00,0.00,0.00,0.99,0.00,23,0,54,0
DEC19,14.50,P,0.00,0.00,0.00,1.26,0.00,23,0,102,0
DEC19,15.00,P,0.00,0.00,0.00,1.56,+0.01,24,0,38,0
DEC19,15.50,P,0.00,0.00,0.00,1.84,+0.01,23,0,2,0
DEC19,16.00,P,0.00,0.00,0.00,2.19,+0.01,23,0,6,0
DEC19,16.50,P,0.00,0.00,0.00,2.56,+0.01,23,0,10,0
DEC19,17.00,P,0.00,0.00,0.00,2.96,+0.01,23,0,55,0
DEC19,17.50,P,0.00,0.00,0.00,3.37,+0.01,23,0,1,0
DEC19,18.00,P,0.00,0.00,0.00,3.81,+0.02,23,0,4,0
DEC19,18.50,P,0.00,0.00,0.00,4.26,+0.02,23,0,6,0
DEC19,19.00,P,0.00,0.00,0.00,4.72,+0.02,23,0,0,0
DEC19,19.50,P,0.00,0.00,0.00,5.19,+0.02,23,0,0,0
DEC19,20.00,P,0.00,0.00,0.00,5.67,+0.02,23,0,0,0
DEC19,21.00,P,0.00,0.00,0.00,6.66,+0.02,0,0,2,0
MAR20,8.75,P,0.00,0.00,0.00,0.01,0.00,21,0,0,0
MAR20,9.00,P,0.00,0.00,0.00,0.02,0.00,22,0,0,0
MAR20,9.25,P,0.00,0.00,0.00,0.03,0.00,23,0,0,0
MAR20,9.50,P,0.00,0.00,0.00,0.04,0.00,23,0,0,0
MAR20,9.75,P,0.10,0.10,0.10,0.05,-0.01,22,30,30,+30
MAR20,10.00,P,0.00,0.00,0.00,0.07,0.00,23,0,0,0
MAR20,10.50,P,0.00,0.00,0.00,0.12,0.00,23,0,0,0
MAR20,11.00,P,0.00,0.00,0.00,0.18,0.00,23,0,2,0
MAR20,11.50,P,0.00,0.00,0.00,0.26,0.00,22,0,0,0
MAR20,12.00,P,0.00,0.00,0.00,0.38,0.00,23,0,0,0
MAR20,12.50,P,0.00,0.00,0.00,0.52,0.00,23,0,0,0
MAR20,13.00,P,0.00,0.00,0.00,0.69,0.00,23,0,1,0
MAR20,13.50,P,0.00,0.00,0.00,0.90,+0.01,23,0,0,0
MAR20,14.00,P,0.00,0.00,0.00,1.14,+0.01,23,0,23,0
MAR20,14.50,P,0.00,0.00,0.00,1.41,+0.01,23,0,62,0
MAR20,15.00,P,0.00,0.00,0.00,1.70,0.00,23,0,0,0
MAR20,15.50,P,0.00,0.00,0.00,1.97,0.00,22,0,0,0
MAR20,16.00,P,0.00,0.00,0.00,2.32,+0.01,22,0,0,0
MAR20,16.50,P,0.00,0.00,0.00,2.68,+0.01,22,0,3,0
MAR20,17.00,P,0.00,0.00,0.00,3.07,+0.01,22,0,1,0
MAR20,17.50,P,0.00,0.00,0.00,3.47,+0.01,22,0,1,0
MAR20,18.00,P,0.00,0.00,0.00,3.89,+0.01,22,0,72,0
MAR20,18.50,P,0.00,0.00,0.00,4.33,+0.02,22,0,1,0
MAR20,19.00,P,0.00,0.00,0.00,4.77,+0.01,22,0,6,0
MAR20,19.50,P,0.00,0.00,0.00,5.23,+0.01,22,0,1,0
MAR20,20.00,P,0.00,0.00,0.00,5.70,+0.02,22,0,2,0
MAR20,21.00,P,0.00,0.00,0.00,6.67,+0.02,23,0,52,0

,,,,,,,"TOTAL PUT",,1620,32195,+780


"CONTRACT",,,"OPENING PRICE#","DAILY HIGH#","DAILY LOW#","SETTLEMENT PRICE","CHANGE IN SETTLEMENT","IV%","VOLUME","OPEN INTEREST","CHANGE IN OI"
                                                                                            
"CLASS AAC - AAC TECH",,,"CLOSING PRICE HK$   46.45"

MAR19,32.00,C,0.00,0.00,0.00,14.46,+1.55,99,0,0,0
MAR19,33.00,C,0.00,0.00,0.00,13.46,+1.55,90,0,0,0
MAR19,34.00,C,0.00,0.00,0.00,12.46,+1.55,82,0,0,0
MAR19,35.00,C,0.00,0.00,0.00,11.46,+1.55,74,0,0,0
MAR19,36.00,C,0.00,0.00,0.00,10.46,+1.55,66,0,0,0
MAR19,37.00,C,0.00,0.00,0.00,9.46,+1.55,59,0,0,0
MAR19,38.00,C,0.00,0.00,0.00,8.46,+1.54,51,0,0,0
MAR19,39.00,C,0.00,0.00,0.00,7.46,+1.51,44,0,0,0
MAR19,40.00,C,0.00,0.00,0.00,6.46,+1.47,37,0,16,0
MAR19,41.00,C,0.00,0.00,0.00,5.47,+1.38,43,0,15,0
MAR19,42.00,C,3.55,3.55,2.98,4.50,+1.26,44,3,22,+1
MAR19,43.00,C,2.54,2.54,2.54,3.67,+1.19,54,1,15,0
MAR19,44.00,C,0.00,0.00,0.00,2.78,+0.98,50,0,21,0
MAR19,45.00,C,1.30,2.49,0.91,1.99,+0.73,47,101,186,+35
MAR19,46.00,C,0.82,1.75,0.70,1.31,+0.45,44,296,383,+6
MAR19,47.00,C,0.53,1.15,0.35,0.85,+0.29,45,539,293,+71
MAR19,48.00,C,0.35,0.72,0.21,0.50,+0.15,45,282,219,+57
MAR19,49.00,C,0.15,0.52,0.12,0.27,+0.05,45,326,355,+142
MAR19,50.00,C,0.10,0.27,0.08,0.14,+0.02,45,132,540,+49
MAR19,52.50,C,0.08,0.08,0.05,0.02,-0.01,45,87,462,+37
MAR19,55.00,C,0.00,0.00,0.00,0.01,0.00,55,0,557,0
MAR19,57.50,C,0.00,0.00,0.00,0.01,0.00,67,0,329,0
MAR19,60.00,C,0.00,0.00,0.00,0.01,0.00,79,0,1118,0
MAR19,62.50,C,0.00,0.00,0.00,0.01,0.00,90,0,369,0
MAR19,65.00,C,0.00,0.00,0.00,0.01,0.00,100,0,340,0
MAR19,67.50,C,0.00,0.00,0.00,0.01,0.00,110,0,161,0
MAR19,70.00,C,0.00,0.00,0.00,0.01,0.00,119,0,398,0
MAR19,72.50,C,0.00,0.00,0.00,0.01,0.00,128,0,186,0
MAR19,75.00,C,0.00,0.00,0.00,0.01,0.00,136,0,392,0
MAR19,77.50,C,0.00,0.00,0.00,0.01,0.00,145,0,84,0
MAR19,80.00,C,0.00,0.00,0.00,0.01,0.00,152,0,281,0
MAR19,82.50,C,0.00,0.00,0.00,0.01,0.00,160,0,70,0
MAR19,85.00,C,0.00,0.00,0.00,0.01,0.00,167,0,280,0
MAR19,87.50,C,0.00,0.00,0.00,0.01,0.00,174,0,715,0
MAR19,90.00,C,0.00,0.00,0.00,0.01,0.00,181,0,780,0
MAR19,92.50,C,0.00,0.00,0.00,0.01,0.00,188,0,140,0
MAR19,95.00,C,0.00,0.00,0.00,0.01,0.00,194,0,35,0
MAR19,97.50,C,0.00,0.00,0.00,0.01,0.00,200,0,58,0
MAR19,100.00,C,0.00,0.00,0.00,0.01,0.00,206,0,701,0
MAR19,102.50,C,0.00,0.00,0.00,0.01,0.00,212,0,15,0
MAR19,105.00,C,0.00,0.00,0.00,0.01,0.00,218,0,31,0
MAR19,107.50,C,0.00,0.00,0.00,0.01,0.00,223,0,16,0
MAR19,110.00,C,0.00,0.00,0.00,0.01,0.00,229,0,45,0
MAR19,112.50,C,0.00,0.00,0.00,0.01,0.00,234,0,45,0
MAR19,115.00,C,0.00,0.00,0.00,0.01,0.00,239,0,104,0
MAR19,117.50,C,0.00,0.00,0.00,0.01,0.00,244,0,145,0
MAR19,120.00,C,0.00,0.00,0.00,0.01,0.00,249,0,46,0
MAR19,122.50,C,0.00,0.00,0.00,0.01,0.00,253,0,36,0
MAR19,125.00,C,0.00,0.00,0.00,0.01,0.00,258,0,30,0
MAR19,127.50,C,0.00,0.00,0.00,0.01,0.00,262,0,15,0
MAR19,130.00,C,0.00,0.00,0.00,0.01,0.00,267,0,39,0
MAR19,132.50,C,0.00,0.00,0.00,0.01,0.00,271,0,15,0
MAR19,135.00,C,0.00,0.00,0.00,0.01,0.00,275,0,40,0
MAR19,137.50,C,0.00,0.00,0.00,0.01,0.00,280,0,30,0
MAR19,140.00,C,0.00,0.00,0.00,0.01,0.00,284,0,51,0
MAR19,142.50,C,0.00,0.00,0.00,0.01,0.00,288,0,0,0
MAR19,145.00,C,0.00,0.00,0.00,0.01,0.00,291,0,1,0
MAR19,147.50,C,0.00,0.00,0.00,0.01,0.00,295,0,0,0
MAR19,150.00,C,0.00,0.00,0.00,0.01,0.00,299,0,47,0
MAR19,152.50,C,0.00,0.00,0.00,0.01,0.00,303,0,0,0
MAR19,155.00,C,0.00,0.00,0.00,0.01,0.00,306,0,1,0
MAR19,157.50,C,0.00,0.00,0.00,0.01,0.00,310,0,0,0
MAR19,160.00,C,0.00,0.00,0.00,0.01,0.00,313,0,1,0
MAR19,162.50,C,0.00,0.00,0.00,0.01,0.00,317,0,0,0
MAR19,165.00,C,0.00,0.00,0.00,0.01,0.00,320,0,0,0
MAR19,167.50,C,0.00,0.00,0.00,0.01,0.00,323,0,0,0
MAR19,170.00,C,0.00,0.00,0.00,0.01,0.00,327,0,0,0
MAR19,172.50,C,0.00,0.00,0.00,0.01,0.00,330,0,0,0
MAR19,175.00,C,0.00,0.00,0.00,0.01,0.00,333,0,0,0
MAR19,177.50,C,0.00,0.00,0.00,0.01,0.00,336,0,0,0
MAR19,180.00,C,0.00,0.00,0.00,0.01,0.00,339,0,0,0
MAR19,182.50,C,0.00,0.00,0.00,0.01,0.00,342,0,20,0
APR19,32.00,C,0.00,0.00,0.00,14.51,+1.54,46,0,0,0
APR19,33.00,C,0.00,0.00,0.00,13.51,+1.52,42,0,0,0
APR19,34.00,C,0.00,0.00,0.00,12.53,+1.50,44,0,0,0
APR19,35.00,C,0.00,0.00,0.00,11.55,+1.48,43,0,0,0
APR19,36.00,C,0.00,0.00,0.00,10.58,+1.44,43,0,0,0
APR19,37.00,C,0.00,0.00,0.00,9.64,+1.40,44,0,0,0
APR19,38.00,C,0.00,0.00,0.00,8.71,+1.34,43,0,0,0
APR19,39.00,C,0.00,0.00,0.00,7.81,+1.27,43,0,0,0
APR19,40.00,C,0.00,0.00,0.00,6.96,+1.20,43,0,0,0
APR19,41.00,C,0.00,0.00,0.00,6.14,+1.11,43,0,0,0
APR19,42.00,C,0.00,0.00,0.00,5.53,+1.17,47,0,10,0
APR19,43.00,C,0.00,0.00,0.00,4.66,+1.01,43,0,0,0
APR19,44.00,C,3.22,4.16,3.22,3.97,+0.86,43,48,31,+31
APR19,45.00,C,2.77,3.55,2.39,3.40,+0.77,43,70,135,+41
APR19,46.00,C,2.30,2.82,2.19,2.86,+0.67,43,41,111,+10
APR19,47.00,C,1.82,2.65,1.57,2.38,+0.57,43,43,269,0
APR19,48.00,C,1.51,2.16,1.51,2.02,+0.53,44,91,186,+30
APR19,49.00,C,1.21,1.90,1.20,1.67,+0.43,44,255,267,+110
APR19,50.00,C,0.97,1.56,0.80,1.31,+0.32,43,40,169,+16
APR19,52.50,C,0.58,0.77,0.58,0.78,+0.21,44,11,335,+10
APR19,55.00,C,0.39,0.55,0.39,0.43,+0.10,44,73,266,+42
APR19,57.50,C,0.29,0.30,0.25,0.22,+0.05,44,82,189,+1
APR19,60.00,C,0.12,0.20,0.12,0.11,+0.02,44,35,360,+29
